When,Date,Hour,Weekday,Campus,Category,Mode,Count,Recorded by,Source,Tap id
,2026-08-25,,Tuesday,McMinnville,Library Search,In person,1,,LimeSurvey 211,
,2026-08-25,,Tuesday,McMinnville,Reference & Instruction,In person,1,,LimeSurvey 211,
,2026-08-25,,Tuesday,McMinnville,Tech Support,In person,4,,LimeSurvey 211,
,2026-08-26,,Wednesday,McMinnville,General Ref,In person,2,,LimeSurvey 211,
,2026-08-26,,Wednesday,McMinnville,Library Search,In person,1,,LimeSurvey 211,
,2026-08-26,,Wednesday,McMinnville,Reference & Instruction,In person,5,,LimeSurvey 211,
,2026-08-26,,Wednesday,McMinnville,Tech Support,In person,4,,LimeSurvey 211,
,2026-08-27,,Thursday,McMinnville,Directional,In person,1,,LimeSurvey 211,
,2026-08-27,,Thursday,McMinnville,General Ref,In person,3,,LimeSurvey 211,
,2026-08-27,,Thursday,McMinnville,Reference & Instruction,In person,5,,LimeSurvey 211,
,2026-08-27,,Thursday,McMinnville,Reference & Instruction,Remote,1,,LimeSurvey 211,
,2026-08-27,,Thursday,McMinnville,Tech Support,In person,2,,LimeSurvey 211,
,2025-09-22,,Monday,Moore County,D2L,In person,1,,LimeSurvey 84,
,2025-09-22,,Monday,Moore County,Directional,In person,5,,LimeSurvey 84,
,2025-09-22,,Monday,Moore County,General Ref,In person,3,,LimeSurvey 84,
,2025-09-22,,Monday,Moore County,Library Search,In person,1,,LimeSurvey 84,
,2025-09-22,,Monday,Moore County,Tech Support,In person,6,,LimeSurvey 84,
,2025-09-23,,Tuesday,Moore County,Directional,In person,5,,LimeSurvey 84,
,2025-09-23,,Tuesday,Moore County,Library Search,In person,1,,LimeSurvey 84,
,2025-09-23,,Tuesday,Moore County,Reference & Instruction,In person,1,,LimeSurvey 84,
,2025-09-24,,Wednesday,Moore County,Directional,In person,1,,LimeSurvey 84,
,2025-09-24,,Wednesday,Moore County,General Ref,In person,3,,LimeSurvey 84,
,2025-09-24,,Wednesday,Moore County,Tech Support,In person,3,,LimeSurvey 84,
,2025-09-25,,Thursday,Moore County,Directional,In person,3,,LimeSurvey 84,
,2025-09-25,,Thursday,Moore County,General Ref,In person,2,,LimeSurvey 84,
,2025-09-25,,Thursday,Moore County,Tech Support,In person,2,,LimeSurvey 84,
,2025-09-26,,Friday,Moore County,Directional,In person,2,,LimeSurvey 84,
,2025-09-26,,Friday,Moore County,Library Search,In person,1,,LimeSurvey 84,
,2025-09-26,,Friday,Moore County,Reference & Instruction,Remote,1,,LimeSurvey 84,
,2025-09-29,,Monday,Moore County,Directional,In person,5,,LimeSurvey 74,
,2025-09-29,,Monday,Moore County,General Ref,In person,3,,LimeSurvey 74,
,2025-09-29,,Monday,Moore County,Library Search,In person,2,,LimeSurvey 74,
,2025-09-29,,Monday,Moore County,Reference & Instruction,In person,1,,LimeSurvey 74,
,2025-09-29,,Monday,Moore County,Tech Support,In person,2,,LimeSurvey 74,
,2025-09-30,,Tuesday,Moore County,Directional,In person,3,,LimeSurvey 74,
,2025-09-30,,Tuesday,Moore County,General Ref,In person,6,,LimeSurvey 74,
,2025-09-30,,Tuesday,Moore County,Tech Support,In person,6,,LimeSurvey 74,
,2025-10-01,,Wednesday,Moore County,Directional,In person,1,,LimeSurvey 74,
,2025-10-01,,Wednesday,Moore County,General Ref,In person,1,,LimeSurvey 74,
,2025-10-01,,Wednesday,Moore County,Library Search,In person,2,,LimeSurvey 74,
,2025-10-02,,Thursday,Moore County,Directional,In person,2,,LimeSurvey 74,
,2025-10-02,,Thursday,Moore County,General Ref,In person,5,,LimeSurvey 74,
,2025-10-02,,Thursday,Moore County,Library Search,In person,3,,LimeSurvey 74,
,2025-10-02,,Thursday,Moore County,Reference & Instruction,In person,3,,LimeSurvey 74,
,2025-10-02,,Thursday,Moore County,Tech Support,In person,1,,LimeSurvey 74,
,2025-10-03,,Friday,Moore County,Directional,In person,2,,LimeSurvey 74,
,2025-10-03,,Friday,Moore County,General Ref,In person,2,,LimeSurvey 74,
,2025-10-03,,Friday,Moore County,Tech Support,In person,1,,LimeSurvey 74,
,2025-10-06,,Monday,Moore County,Directional,In person,4,,LimeSurvey 66,
,2025-10-06,,Monday,Moore County,General Ref,In person,4,,LimeSurvey 66,
,2025-10-06,,Monday,Moore County,Library Search,In person,1,,LimeSurvey 66,
,2025-10-06,,Monday,Moore County,Tech Support,In person,5,,LimeSurvey 66,
,2025-10-07,,Tuesday,Moore County,General Ref,In person,1,,LimeSurvey 66,
,2025-10-07,,Tuesday,Moore County,Library Search,In person,1,,LimeSurvey 66,
,2025-10-07,,Tuesday,Moore County,Library Search,Remote,1,,LimeSurvey 66,
,2025-10-07,,Tuesday,Moore County,Reference & Instruction,Remote,1,,LimeSurvey 66,
,2025-10-08,,Wednesday,Moore County,Directional,In person,3,,LimeSurvey 66,
,2025-10-08,,Wednesday,Moore County,General Ref,In person,2,,LimeSurvey 66,
,2025-10-08,,Wednesday,Moore County,Library Search,In person,1,,LimeSurvey 66,
,2025-10-08,,Wednesday,Moore County,Tech Support,In person,3,,LimeSurvey 66,
,2025-10-09,,Thursday,Moore County,Directional,In person,4,,LimeSurvey 66,
,2025-10-09,,Thursday,Moore County,General Ref,In person,1,,LimeSurvey 66,
,2025-10-09,,Thursday,Moore County,General Ref,Remote,1,,LimeSurvey 66,
,2025-10-09,,Thursday,Moore County,Library Search,In person,1,,LimeSurvey 66,
,2025-10-09,,Thursday,Moore County,Tech Support,In person,2,,LimeSurvey 66,
,2025-10-14,,Tuesday,Moore County,Tech Support,In person,1,,LimeSurvey 63,
,2025-10-15,,Wednesday,Moore County,Directional,In person,1,,LimeSurvey 63,
,2025-10-15,,Wednesday,Moore County,General Ref,In person,2,,LimeSurvey 63,
,2025-10-15,,Wednesday,Moore County,General Ref,Remote,1,,LimeSurvey 63,
,2025-10-15,,Wednesday,Moore County,Library Search,In person,1,,LimeSurvey 63,
,2025-10-16,,Thursday,Moore County,Directional,In person,1,,LimeSurvey 63,
,2025-10-16,,Thursday,Moore County,Directional,Remote,2,,LimeSurvey 63,
,2025-10-16,,Thursday,Moore County,Library Search,In person,1,,LimeSurvey 63,
,2025-10-19,,Sunday,Moore County,Library Search,In person,2,,LimeSurvey 46,
,2025-10-19,,Sunday,Moore County,Library Search,Remote,1,,LimeSurvey 46,
,2025-10-20,,Monday,Moore County,Directional,In person,4,,LimeSurvey 46,
,2025-10-20,,Monday,Moore County,General Ref,In person,3,,LimeSurvey 46,
,2025-10-20,,Monday,Moore County,Tech Support,In person,2,,LimeSurvey 46,
,2025-10-21,,Tuesday,Moore County,General Ref,In person,1,,LimeSurvey 46,
,2025-10-22,,Wednesday,Moore County,General Ref,In person,4,,LimeSurvey 46,
,2025-10-23,,Thursday,Moore County,Directional,In person,3,,LimeSurvey 46,
,2025-10-23,,Thursday,Moore County,General Ref,In person,1,,LimeSurvey 46,
,2025-10-23,,Thursday,Moore County,Library Search,In person,1,,LimeSurvey 46,
,2025-10-24,,Friday,Moore County,General Ref,In person,1,,LimeSurvey 46,
,2025-10-26,,Sunday,Moore County,Reference & Instruction,In person,1,,LimeSurvey 105,
,2025-10-27,,Monday,Moore County,General Ref,In person,4,,LimeSurvey 105,
,2025-10-27,,Monday,Moore County,Library Search,In person,1,,LimeSurvey 105,
,2025-10-27,,Monday,Moore County,Tech Support,In person,3,,LimeSurvey 105,
,2025-10-28,,Tuesday,Moore County,General Ref,In person,1,,LimeSurvey 105,
,2025-10-28,,Tuesday,Moore County,Reference & Instruction,In person,1,,LimeSurvey 105,
,2025-10-30,,Thursday,Moore County,Directional,In person,3,,LimeSurvey 105,
,2025-10-30,,Thursday,Moore County,Directional,Remote,1,,LimeSurvey 105,
,2025-10-30,,Thursday,Moore County,General Ref,In person,1,,LimeSurvey 105,
,2025-10-30,,Thursday,Moore County,General Ref,Remote,1,,LimeSurvey 105,
,2025-10-30,,Thursday,Moore County,Tech Support,In person,2,,LimeSurvey 105,
,2025-10-31,,Friday,Moore County,Library Search,Remote,1,,LimeSurvey 105,
,2025-11-03,,Monday,Moore County,General Ref,In person,1,,LimeSurvey 101,
,2025-11-03,,Monday,Moore County,Library Search,In person,1,,LimeSurvey 101,
,2025-11-03,,Monday,Moore County,Reference & Instruction,In person,1,,LimeSurvey 101,
,2025-11-03,,Monday,Moore County,Tech Support,In person,6,,LimeSurvey 101,
,2025-11-04,,Tuesday,Moore County,General Ref,In person,5,,LimeSurvey 101,
,2025-11-04,,Tuesday,Moore County,Reference & Instruction,Remote,1,,LimeSurvey 101,
,2025-11-04,,Tuesday,Moore County,Tech Support,Remote,2,,LimeSurvey 101,
,2025-11-05,,Wednesday,Moore County,Directional,In person,1,,LimeSurvey 101,
,2025-11-05,,Wednesday,Moore County,General Ref,In person,1,,LimeSurvey 101,
,2025-11-05,,Wednesday,Moore County,Tech Support,In person,1,,LimeSurvey 101,
,2025-11-09,,Sunday,Moore County,General Ref,In person,1,,LimeSurvey 97,
,2025-11-10,,Monday,Moore County,Directional,In person,1,,LimeSurvey 97,
,2025-11-10,,Monday,Moore County,General Ref,In person,1,,LimeSurvey 97,
,2025-11-10,,Monday,Moore County,Tech Support,In person,6,,LimeSurvey 97,
,2025-11-11,,Tuesday,Moore County,Directional,In person,2,,LimeSurvey 97,
,2025-11-11,,Tuesday,Moore County,General Ref,In person,3,,LimeSurvey 97,
,2025-11-11,,Tuesday,Moore County,General Ref,Remote,1,,LimeSurvey 97,
,2025-11-11,,Tuesday,Moore County,Tech Support,In person,2,,LimeSurvey 97,
,2025-11-12,,Wednesday,Moore County,Directional,In person,1,,LimeSurvey 97,
,2025-11-12,,Wednesday,Moore County,General Ref,In person,2,,LimeSurvey 97,
,2025-11-12,,Wednesday,Moore County,Library Search,In person,1,,LimeSurvey 97,
,2025-11-12,,Wednesday,Moore County,Tech Support,In person,1,,LimeSurvey 97,
,2025-11-13,,Thursday,Moore County,General Ref,In person,1,,LimeSurvey 97,
,2025-11-16,,Sunday,Moore County,General Ref,In person,1,,LimeSurvey 94,
,2025-11-16,,Sunday,Moore County,General Ref,Remote,1,,LimeSurvey 94,
,2025-11-16,,Sunday,Moore County,Reference & Instruction,In person,1,,LimeSurvey 94,
,2025-11-17,,Monday,Moore County,Directional,In person,2,,LimeSurvey 94,
,2025-11-17,,Monday,Moore County,General Ref,In person,1,,LimeSurvey 94,
,2025-11-18,,Tuesday,Moore County,General Ref,In person,1,,LimeSurvey 94,
,2025-11-18,,Tuesday,Moore County,Reference & Instruction,In person,1,,LimeSurvey 94,
,2025-11-19,,Wednesday,Moore County,Directional,In person,1,,LimeSurvey 94,
,2025-11-19,,Wednesday,Moore County,General Ref,In person,4,,LimeSurvey 94,
,2025-11-19,,Wednesday,Moore County,General Ref,Remote,1,,LimeSurvey 94,
,2025-11-20,,Thursday,Moore County,Directional,Remote,1,,LimeSurvey 94,
,2025-11-20,,Thursday,Moore County,General Ref,In person,1,,LimeSurvey 94,
,2025-11-20,,Thursday,Moore County,General Ref,Remote,1,,LimeSurvey 94,
,2025-11-20,,Thursday,Moore County,Library Search,In person,1,,LimeSurvey 94,
,2025-11-21,,Friday,Moore County,Directional,In person,1,,LimeSurvey 94,
,2025-11-21,,Friday,Moore County,Tech Support,In person,1,,LimeSurvey 94,
,2025-11-24,,Monday,Moore County,General Ref,In person,4,,LimeSurvey 69,
,2025-11-24,,Monday,Moore County,General Ref,Remote,1,,LimeSurvey 69,
,2025-11-24,,Monday,Moore County,Library Search,In person,2,,LimeSurvey 69,
,2025-11-24,,Monday,Moore County,Reference & Instruction,In person,2,,LimeSurvey 69,
,2025-11-24,,Monday,Moore County,Tech Support,In person,2,,LimeSurvey 69,
,2025-11-25,,Tuesday,Moore County,General Ref,In person,2,,LimeSurvey 69,
,2025-11-25,,Tuesday,Moore County,Tech Support,In person,5,,LimeSurvey 69,
,2025-11-30,,Sunday,Moore County,General Ref,In person,1,,LimeSurvey 61,
,2025-11-30,,Sunday,Moore County,Library Search,In person,1,,LimeSurvey 61,
,2025-12-01,,Monday,Moore County,General Ref,In person,3,,LimeSurvey 61,
,2025-12-03,,Wednesday,Moore County,Directional,In person,1,,LimeSurvey 61,
,2025-12-03,,Wednesday,Moore County,General Ref,In person,2,,LimeSurvey 61,
,2025-12-08,,Monday,Moore County,General Ref,In person,2,,LimeSurvey 53,
,2025-12-08,,Monday,Moore County,Tech Support,In person,3,,LimeSurvey 53,
,2025-12-11,,Thursday,Moore County,Directional,In person,2,,LimeSurvey 53,
,2025-12-12,,Friday,Moore County,Tech Support,In person,3,,LimeSurvey 53,
,2026-01-12,,Monday,Moore County,Directional,Remote,1,,LimeSurvey 86,
,2026-01-12,,Monday,Moore County,General Ref,In person,1,,LimeSurvey 86,
,2026-01-12,,Monday,Moore County,Library Search,In person,1,,LimeSurvey 86,
,2026-01-13,,Tuesday,Moore County,General Ref,In person,2,,LimeSurvey 86,
,2026-01-20,,Tuesday,Moore County,Directional,In person,6,,LimeSurvey 79,
,2026-01-20,,Tuesday,Moore County,General Ref,In person,4,,LimeSurvey 79,
,2026-01-20,,Tuesday,Moore County,General Ref,Remote,2,,LimeSurvey 79,
,2026-01-20,,Tuesday,Moore County,Library Search,In person,2,,LimeSurvey 79,
,2026-01-20,,Tuesday,Moore County,Tech Support,In person,4,,LimeSurvey 79,
,2026-01-21,,Wednesday,Moore County,D2L,In person,1,,LimeSurvey 79,
,2026-01-21,,Wednesday,Moore County,Directional,In person,4,,LimeSurvey 79,
,2026-01-21,,Wednesday,Moore County,General Ref,In person,3,,LimeSurvey 79,
,2026-01-21,,Wednesday,Moore County,Tech Support,In person,6,,LimeSurvey 79,
,2026-01-21,,Wednesday,Moore County,Tech Support,Remote,2,,LimeSurvey 79,
,2026-01-22,,Thursday,Moore County,General Ref,In person,2,,LimeSurvey 79,
,2026-01-22,,Thursday,Moore County,Tech Support,In person,1,,LimeSurvey 79,
,2026-02-02,,Monday,Moore County,Directional,In person,1,,LimeSurvey 109,
,2026-02-02,,Monday,Moore County,Directional,Remote,1,,LimeSurvey 109,
,2026-02-02,,Monday,Moore County,General Ref,In person,2,,LimeSurvey 109,
,2026-02-02,,Monday,Moore County,General Ref,Remote,1,,LimeSurvey 109,
,2026-02-02,,Monday,Moore County,Tech Support,In person,4,,LimeSurvey 109,
,2026-02-03,,Tuesday,Moore County,Directional,In person,1,,LimeSurvey 109,
,2026-02-03,,Tuesday,Moore County,General Ref,In person,3,,LimeSurvey 109,
,2026-02-03,,Tuesday,Moore County,General Ref,Remote,1,,LimeSurvey 109,
,2026-02-03,,Tuesday,Moore County,Library Search,In person,1,,LimeSurvey 109,
,2026-02-03,,Tuesday,Moore County,Reference & Instruction,In person,3,,LimeSurvey 109,
,2026-02-03,,Tuesday,Moore County,Tech Support,In person,3,,LimeSurvey 109,
,2026-02-04,,Wednesday,Moore County,General Ref,In person,1,,LimeSurvey 109,
,2026-02-08,,Sunday,Moore County,General Ref,In person,2,,LimeSurvey 116,
,2026-02-08,,Sunday,Moore County,Reference & Instruction,Remote,1,,LimeSurvey 116,
,2026-02-09,,Monday,Moore County,Directional,In person,2,,LimeSurvey 116,
,2026-02-09,,Monday,Moore County,General Ref,In person,1,,LimeSurvey 116,
,2026-02-09,,Monday,Moore County,Tech Support,In person,1,,LimeSurvey 116,
,2026-02-10,,Tuesday,Moore County,General Ref,In person,2,,LimeSurvey 116,
,2026-02-11,,Wednesday,Moore County,General Ref,In person,1,,LimeSurvey 116,
,2026-02-12,,Thursday,Moore County,General Ref,In person,1,,LimeSurvey 116,
,2026-02-12,,Thursday,Moore County,General Ref,Remote,1,,LimeSurvey 116,
,2026-02-13,,Friday,Moore County,Directional,In person,1,,LimeSurvey 116,
,2026-02-13,,Friday,Moore County,Tech Support,In person,2,,LimeSurvey 116,
,2026-02-15,,Sunday,Moore County,General Ref,In person,2,,LimeSurvey 119,
,2026-02-15,,Sunday,Moore County,Tech Support,In person,1,,LimeSurvey 119,
,2026-02-16,,Monday,Moore County,Directional,In person,3,,LimeSurvey 119,
,2026-02-16,,Monday,Moore County,General Ref,In person,2,,LimeSurvey 119,
,2026-02-16,,Monday,Moore County,Library Search,In person,1,,LimeSurvey 119,
,2026-02-17,,Tuesday,Moore County,Directional,In person,5,,LimeSurvey 119,
,2026-02-17,,Tuesday,Moore County,General Ref,In person,1,,LimeSurvey 119,
,2026-02-18,,Wednesday,Moore County,Directional,In person,3,,LimeSurvey 119,
,2026-02-18,,Wednesday,Moore County,General Ref,In person,5,,LimeSurvey 119,
,2026-02-19,,Thursday,Moore County,Directional,In person,3,,LimeSurvey 119,
,2026-02-19,,Thursday,Moore County,Library Search,In person,2,,LimeSurvey 119,
,2026-02-23,,Monday,Moore County,Directional,In person,2,,LimeSurvey 121,
,2026-02-23,,Monday,Moore County,General Ref,In person,2,,LimeSurvey 121,
,2026-02-23,,Monday,Moore County,General Ref,Remote,1,,LimeSurvey 121,
,2026-02-23,,Monday,Moore County,Reference & Instruction,In person,1,,LimeSurvey 121,
,2026-02-25,,Wednesday,Moore County,Tech Support,In person,2,,LimeSurvey 121,
,2026-02-26,,Thursday,Moore County,Tech Support,In person,2,,LimeSurvey 121,
,2026-02-27,,Friday,Moore County,Directional,In person,1,,LimeSurvey 121,
,2026-02-27,,Friday,Moore County,General Ref,In person,1,,LimeSurvey 121,
,2026-03-01,,Sunday,Moore County,General Ref,In person,1,,LimeSurvey 131,
,2026-03-02,,Monday,Moore County,General Ref,In person,2,,LimeSurvey 131,
,2026-03-03,,Tuesday,Moore County,General Ref,In person,1,,LimeSurvey 131,
,2026-03-04,,Wednesday,Moore County,General Ref,In person,1,,LimeSurvey 131,
,2026-03-06,,Friday,Moore County,Directional,In person,8,,LimeSurvey 131,
,2026-03-06,,Friday,Moore County,General Ref,In person,1,,LimeSurvey 131,
,2026-03-06,,Friday,Moore County,General Ref,Remote,1,,LimeSurvey 131,
,2026-03-06,,Friday,Moore County,Tech Support,Remote,1,,LimeSurvey 131,
,2026-03-09,,Monday,Moore County,General Ref,In person,1,,LimeSurvey 132,
,2026-03-16,,Monday,Moore County,General Ref,In person,2,,LimeSurvey 135,
,2026-03-16,,Monday,Moore County,Tech Support,In person,1,,LimeSurvey 135,
,2026-03-17,,Tuesday,Moore County,General Ref,In person,3,,LimeSurvey 135,
,2026-03-18,,Wednesday,Moore County,Tech Support,In person,1,,LimeSurvey 135,
,2026-03-19,,Thursday,Moore County,General Ref,In person,1,,LimeSurvey 135,
,2026-03-19,,Thursday,Moore County,Reference & Instruction,In person,1,,LimeSurvey 135,
,2026-03-19,,Thursday,Moore County,Tech Support,In person,1,,LimeSurvey 135,
,2026-03-29,,Sunday,Moore County,Tech Support,In person,1,,LimeSurvey 146,
,2026-03-30,,Monday,Moore County,General Ref,In person,1,,LimeSurvey 146,
,2026-04-01,,Wednesday,Moore County,General Ref,In person,2,,LimeSurvey 146,
,2026-04-06,,Monday,Moore County,General Ref,In person,4,,LimeSurvey 149,
,2026-04-06,,Monday,Moore County,Tech Support,In person,1,,LimeSurvey 149,
,2026-04-07,,Tuesday,Moore County,General Ref,In person,1,,LimeSurvey 149,
,2026-04-08,,Wednesday,Moore County,Directional,In person,1,,LimeSurvey 149,
,2026-04-08,,Wednesday,Moore County,General Ref,In person,1,,LimeSurvey 149,
,2026-04-09,,Thursday,Moore County,General Ref,In person,2,,LimeSurvey 149,
,2026-04-12,,Sunday,Moore County,General Ref,In person,1,,LimeSurvey 151,
,2026-04-13,,Monday,Moore County,Tech Support,In person,2,,LimeSurvey 151,
,2026-04-14,,Tuesday,Moore County,General Ref,In person,1,,LimeSurvey 151,
,2026-04-15,,Wednesday,Moore County,General Ref,In person,1,,LimeSurvey 151,
,2026-04-15,,Wednesday,Moore County,Library Search,In person,1,,LimeSurvey 151,
,2026-04-15,,Wednesday,Moore County,Tech Support,In person,8,,LimeSurvey 151,
,2026-04-16,,Thursday,Moore County,General Ref,In person,1,,LimeSurvey 151,
,2026-04-17,,Friday,Moore County,Tech Support,In person,2,,LimeSurvey 151,
,2026-04-19,,Sunday,Moore County,General Ref,In person,1,,LimeSurvey 155,
,2026-04-20,,Monday,Moore County,Directional,In person,2,,LimeSurvey 155,
,2026-04-20,,Monday,Moore County,Directional,Remote,1,,LimeSurvey 155,
,2026-04-20,,Monday,Moore County,General Ref,In person,8,,LimeSurvey 155,
,2026-04-20,,Monday,Moore County,Reference & Instruction,In person,1,,LimeSurvey 155,
,2026-04-21,,Tuesday,Moore County,General Ref,In person,2,,LimeSurvey 155,
,2026-04-21,,Tuesday,Moore County,Tech Support,In person,1,,LimeSurvey 155,
,2026-04-22,,Wednesday,Moore County,Directional,In person,1,,LimeSurvey 155,
,2026-04-22,,Wednesday,Moore County,General Ref,Remote,1,,LimeSurvey 155,
,2026-04-23,,Thursday,Moore County,General Ref,In person,3,,LimeSurvey 155,
,2026-04-23,,Thursday,Moore County,Reference & Instruction,In person,2,,LimeSurvey 155,
,2026-04-23,,Thursday,Moore County,Reference & Instruction,Remote,1,,LimeSurvey 155,
,2026-04-23,,Thursday,Moore County,Tech Support,In person,1,,LimeSurvey 155,
,2026-04-27,,Monday,Moore County,Directional,In person,1,,LimeSurvey 158,
,2026-04-27,,Monday,Moore County,General Ref,In person,5,,LimeSurvey 158,
,2026-04-27,,Monday,Moore County,Library Search,In person,1,,LimeSurvey 158,
,2026-04-27,,Monday,Moore County,Tech Support,In person,2,,LimeSurvey 158,
,2026-04-28,,Tuesday,Moore County,General Ref,In person,1,,LimeSurvey 158,
,2026-04-29,,Wednesday,Moore County,Directional,In person,8,,LimeSurvey 158,
,2026-04-29,,Wednesday,Moore County,General Ref,In person,2,,LimeSurvey 158,
,2026-04-29,,Wednesday,Moore County,Tech Support,In person,5,,LimeSurvey 158,
,2026-04-30,,Thursday,Moore County,Directional,In person,3,,LimeSurvey 158,
,2026-04-30,,Thursday,Moore County,General Ref,In person,1,,LimeSurvey 158,
,2026-04-30,,Thursday,Moore County,Tech Support,In person,2,,LimeSurvey 158,
,2026-05-01,,Friday,Moore County,Directional,In person,2,,LimeSurvey 158,
,2026-05-01,,Friday,Moore County,General Ref,In person,2,,LimeSurvey 158,
,2026-05-04,,Monday,Moore County,General Ref,In person,2,,LimeSurvey 161,
,2026-05-04,,Monday,Moore County,General Ref,Remote,1,,LimeSurvey 161,
,2026-05-05,,Tuesday,Moore County,General Ref,In person,2,,LimeSurvey 161,
,2026-05-06,,Wednesday,Moore County,General Ref,In person,1,,LimeSurvey 161,
,2026-05-06,,Wednesday,Moore County,Tech Support,In person,1,,LimeSurvey 161,
,2026-05-07,,Thursday,Moore County,General Ref,Remote,2,,LimeSurvey 161,
,2026-05-08,,Friday,Moore County,Directional,In person,1,,LimeSurvey 161,
,2026-05-08,,Friday,Moore County,General Ref,In person,1,,LimeSurvey 161,
,2026-05-08,,Friday,Moore County,Library Search,In person,2,,LimeSurvey 161,
,2026-05-08,,Friday,Moore County,Reference & Instruction,In person,1,,LimeSurvey 161,
,2026-05-08,,Friday,Moore County,Tech Support,In person,2,,LimeSurvey 161,
,2026-05-11,,Monday,Moore County,Reference & Instruction,Remote,1,,LimeSurvey 174,
,2026-05-12,,Tuesday,Moore County,Reference & Instruction,Remote,1,,LimeSurvey 174,
,2026-05-12,,Tuesday,Moore County,Tech Support,Remote,1,,LimeSurvey 174,
,2026-05-13,,Wednesday,Moore County,General Ref,In person,2,,LimeSurvey 174,
,2026-05-13,,Wednesday,Moore County,Library Search,In person,1,,LimeSurvey 174,
,2026-05-13,,Wednesday,Moore County,Reference & Instruction,In person,2,,LimeSurvey 174,
,2026-05-14,,Thursday,Moore County,Directional,In person,1,,LimeSurvey 174,
,2026-05-14,,Thursday,Moore County,General Ref,In person,3,,LimeSurvey 174,
,2026-05-14,,Thursday,Moore County,General Ref,Remote,1,,LimeSurvey 174,
,2026-05-14,,Thursday,Moore County,Reference & Instruction,In person,2,,LimeSurvey 174,
,2026-05-15,,Friday,Moore County,General Ref,In person,1,,LimeSurvey 174,
,2026-05-15,,Friday,Moore County,General Ref,Remote,1,,LimeSurvey 174,
,2026-05-15,,Friday,Moore County,Tech Support,In person,1,,LimeSurvey 174,
,2026-05-18,,Monday,Moore County,Directional,In person,1,,LimeSurvey 175,
,2026-05-18,,Monday,Moore County,General Ref,In person,1,,LimeSurvey 175,
,2026-05-18,,Monday,Moore County,Tech Support,In person,1,,LimeSurvey 175,
,2026-05-21,,Thursday,Moore County,General Ref,Remote,1,,LimeSurvey 175,
,2026-05-26,,Tuesday,Moore County,General Ref,Remote,1,,LimeSurvey 177,
,2026-05-26,,Tuesday,Moore County,Tech Support,In person,1,,LimeSurvey 177,
,2026-05-27,,Wednesday,Moore County,General Ref,In person,2,,LimeSurvey 177,
,2026-05-29,,Friday,Moore County,Directional,In person,2,,LimeSurvey 177,
,2026-05-29,,Friday,Moore County,Library Search,In person,1,,LimeSurvey 177,
,2026-06-02,,Tuesday,Moore County,General Ref,In person,1,,LimeSurvey 180,
,2026-06-03,,Wednesday,Moore County,General Ref,In person,1,,LimeSurvey 180,
,2026-06-03,,Wednesday,Moore County,General Ref,Remote,1,,LimeSurvey 180,
,2026-06-04,,Thursday,Moore County,Directional,In person,3,,LimeSurvey 180,
,2026-06-04,,Thursday,Moore County,General Ref,In person,2,,LimeSurvey 180,
,2026-06-05,,Friday,Moore County,General Ref,In person,2,,LimeSurvey 180,
,2026-06-08,,Monday,Moore County,Tech Support,In person,1,,LimeSurvey 182,
,2026-06-09,,Tuesday,Moore County,General Ref,In person,1,,LimeSurvey 182,
,2026-06-09,,Tuesday,Moore County,General Ref,Remote,1,,LimeSurvey 182,
,2026-06-10,,Wednesday,Moore County,General Ref,In person,3,,LimeSurvey 182,
,2026-06-10,,Wednesday,Moore County,Tech Support,In person,2,,LimeSurvey 182,
,2026-06-11,,Thursday,Moore County,Reference & Instruction,In person,1,,LimeSurvey 182,
,2026-06-12,,Friday,Moore County,Directional,In person,6,,LimeSurvey 182,
,2026-06-12,,Friday,Moore County,General Ref,In person,3,,LimeSurvey 182,
,2026-06-12,,Friday,Moore County,General Ref,Remote,1,,LimeSurvey 182,
,2026-06-15,,Monday,Moore County,Directional,In person,1,,LimeSurvey 184,
,2026-06-15,,Monday,Moore County,General Ref,In person,3,,LimeSurvey 184,
,2026-06-15,,Monday,Moore County,Reference & Instruction,In person,1,,LimeSurvey 184,
,2026-06-15,,Monday,Moore County,Tech Support,In person,1,,LimeSurvey 184,
,2026-06-16,,Tuesday,Moore County,Directional,In person,2,,LimeSurvey 184,
,2026-06-16,,Tuesday,Moore County,General Ref,In person,2,,LimeSurvey 184,
,2026-06-16,,Tuesday,Moore County,Library Search,In person,2,,LimeSurvey 184,
,2026-06-17,,Wednesday,Moore County,Directional,In person,2,,LimeSurvey 184,
,2026-06-17,,Wednesday,Moore County,General Ref,In person,4,,LimeSurvey 184,
,2026-06-17,,Wednesday,Moore County,Reference & Instruction,In person,1,,LimeSurvey 184,
,2026-06-17,,Wednesday,Moore County,Reference & Instruction,Remote,1,,LimeSurvey 184,
,2026-06-17,,Wednesday,Moore County,Tech Support,In person,1,,LimeSurvey 184,
,2026-06-18,,Thursday,Moore County,Directional,In person,4,,LimeSurvey 184,
,2026-06-18,,Thursday,Moore County,General Ref,In person,2,,LimeSurvey 184,
,2026-06-22,,Monday,Moore County,Directional,In person,1,,LimeSurvey 186,
,2026-06-22,,Monday,Moore County,General Ref,In person,1,,LimeSurvey 186,
,2026-06-23,,Tuesday,Moore County,Directional,In person,2,,LimeSurvey 186,
,2026-06-24,,Wednesday,Moore County,Directional,In person,7,,LimeSurvey 186,
,2026-06-24,,Wednesday,Moore County,General Ref,In person,1,,LimeSurvey 186,
